"geneSymbol","BCK_eIF4E_RIP_2016.csv~1","JC list_4E interaction proteins.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"HM13-AS1","BCK_eIF4E_RIP_2016.csv~1.3787",NA,NA
"HMBS","BCK_eIF4E_RIP_2016.csv~1.893",NA,"MG_eIF4E_OE_DSG_2018.csv~1.423"
"HMG20A","BCK_eIF4E_RIP_2016.csv~1.103",NA,NA
"HMG20B","BCK_eIF4E_RIP_2016.csv~1.2625",NA,NA
"HMGXB3","BCK_eIF4E_RIP_2016.csv~1.1906",NA,NA
"HMGXB4","BCK_eIF4E_RIP_2016.csv~1.53",NA,NA
"HMHA1","BCK_eIF4E_RIP_2016.csv~1.1121",NA,NA
"HN1L","BCK_eIF4E_RIP_2016.csv~1.669",NA,NA
"HNRNPA1","BCK_eIF4E_RIP_2016.csv~1.714",NA,NA
"HNRNPA2B1","BCK_eIF4E_RIP_2016.csv~1.516",NA,"MG_eIF4E_OE_DSG_2018.csv~1.13"
"HNRNPA3","BCK_eIF4E_RIP_2016.csv~1.5",NA,NA
"HNRNPAB","BCK_eIF4E_RIP_2016.csv~1.2221",NA,NA
"HNRNPD","BCK_eIF4E_RIP_2016.csv~1.1392",NA,NA
"HNRNPH1","BCK_eIF4E_RIP_2016.csv~1.8",NA,NA
"HNRNPL","BCK_eIF4E_RIP_2016.csv~1.2103",NA,NA
"HNRNPM","BCK_eIF4E_RIP_2016.csv~1.1846",NA,NA
"HNRNPUL1","BCK_eIF4E_RIP_2016.csv~1.2839",NA,NA
"HNRNPUL2","BCK_eIF4E_RIP_2016.csv~1.3344",NA,NA
"HOMEZ","BCK_eIF4E_RIP_2016.csv~1.2274",NA,NA
"HOOK2","BCK_eIF4E_RIP_2016.csv~1.3056",NA,NA
"HP1BP3","BCK_eIF4E_RIP_2016.csv~1.1366",NA,"MG_eIF4E_OE_DSG_2018.csv~1.108"
"HPS1","BCK_eIF4E_RIP_2016.csv~1.1247",NA,"MG_eIF4E_OE_DSG_2018.csv~1.233"
"HPS4","BCK_eIF4E_RIP_2016.csv~1.635",NA,NA
"HSD17B4","BCK_eIF4E_RIP_2016.csv~1.61",NA,NA
"HSF1","BCK_eIF4E_RIP_2016.csv~1.1255",NA,NA
"HSF4","BCK_eIF4E_RIP_2016.csv~1.3405",NA,NA
"HSH2D","BCK_eIF4E_RIP_2016.csv~1.1510",NA,NA
"HSP90AB1","BCK_eIF4E_RIP_2016.csv~1.102",NA,NA
"HSP90B1","BCK_eIF4E_RIP_2016.csv~1.29",NA,NA
"HTT","BCK_eIF4E_RIP_2016.csv~1.2172",NA,NA
"HUWE1","BCK_eIF4E_RIP_2016.csv~1.1750",NA,NA
"HYOU1","BCK_eIF4E_RIP_2016.csv~1.1670",NA,NA
"HYPK","BCK_eIF4E_RIP_2016.csv~1.3666",NA,NA
"IARS","BCK_eIF4E_RIP_2016.csv~1.498",NA,NA
"ICAM5","BCK_eIF4E_RIP_2016.csv~1.2776",NA,NA
"ICOSLG","BCK_eIF4E_RIP_2016.csv~1.831",NA,NA
"IDH3A","BCK_eIF4E_RIP_2016.csv~1.1469",NA,NA
"IDH3B","BCK_eIF4E_RIP_2016.csv~1.903",NA,NA
"IDH3G","BCK_eIF4E_RIP_2016.csv~1.435",NA,NA
"IDI2","BCK_eIF4E_RIP_2016.csv~1.3737",NA,NA
"IDS","BCK_eIF4E_RIP_2016.csv~1.2823",NA,NA
"IDUA","BCK_eIF4E_RIP_2016.csv~1.3614",NA,NA
"IFFO1","BCK_eIF4E_RIP_2016.csv~1.3101",NA,NA
"IFNAR2","BCK_eIF4E_RIP_2016.csv~1.626",NA,NA
"IFNLR1","BCK_eIF4E_RIP_2016.csv~1.241",NA,NA
"IFT122","BCK_eIF4E_RIP_2016.csv~1.2503",NA,"MG_eIF4E_OE_DSG_2018.csv~1.342"
"IFT140","BCK_eIF4E_RIP_2016.csv~1.344",NA,NA
"IFT172","BCK_eIF4E_RIP_2016.csv~1.2638",NA,NA
"IFT46","BCK_eIF4E_RIP_2016.csv~1.1335",NA,NA
"IFT81","BCK_eIF4E_RIP_2016.csv~1.1581",NA,NA
"IGF1R","BCK_eIF4E_RIP_2016.csv~1.2421",NA,NA
"IGF2BP1","BCK_eIF4E_RIP_2016.csv~1.2321",NA,NA
"IGF2R","BCK_eIF4E_RIP_2016.csv~1.1710",NA,NA
"IK","BCK_eIF4E_RIP_2016.csv~1.674",NA,NA
"IKBKAP","BCK_eIF4E_RIP_2016.csv~1.2050",NA,NA
"IKBKB","BCK_eIF4E_RIP_2016.csv~1.2456",NA,NA
"IKZF3","BCK_eIF4E_RIP_2016.csv~1.562",NA,NA
"IL10RA","BCK_eIF4E_RIP_2016.csv~1.3273",NA,NA
"IL10RB-AS1","BCK_eIF4E_RIP_2016.csv~1.3145",NA,NA
"IL11RA","BCK_eIF4E_RIP_2016.csv~1.3194",NA,NA
"IL12RB1","BCK_eIF4E_RIP_2016.csv~1.1582",NA,NA
"IL16","BCK_eIF4E_RIP_2016.csv~1.1952",NA,NA
"IL17RA","BCK_eIF4E_RIP_2016.csv~1.3183",NA,NA
"IL17RB","BCK_eIF4E_RIP_2016.csv~1.3537",NA,NA
"IL17REL","BCK_eIF4E_RIP_2016.csv~1.3583",NA,NA
"IL18BP","BCK_eIF4E_RIP_2016.csv~1.1412",NA,NA
"IL22RA1","BCK_eIF4E_RIP_2016.csv~1.3810",NA,NA
"IL23A","BCK_eIF4E_RIP_2016.csv~1.3303",NA,NA
"IL27RA","BCK_eIF4E_RIP_2016.csv~1.2183",NA,NA
"IL2RA","BCK_eIF4E_RIP_2016.csv~1.909",NA,NA
"IL2RG","BCK_eIF4E_RIP_2016.csv~1.1310",NA,NA
"IL4R","BCK_eIF4E_RIP_2016.csv~1.1627",NA,NA
"ILF2","BCK_eIF4E_RIP_2016.csv~1.96",NA,NA
"ILF3","BCK_eIF4E_RIP_2016.csv~1.2571",NA,NA
"ILK","BCK_eIF4E_RIP_2016.csv~1.814",NA,NA
"ILKAP","BCK_eIF4E_RIP_2016.csv~1.1533",NA,NA
"IMMT","BCK_eIF4E_RIP_2016.csv~1.425",NA,NA
"IMPA2","BCK_eIF4E_RIP_2016.csv~1.3109",NA,NA
"INCENP","BCK_eIF4E_RIP_2016.csv~1.2320",NA,NA
"INE1","BCK_eIF4E_RIP_2016.csv~1.3428",NA,NA
"INF2","BCK_eIF4E_RIP_2016.csv~1.1953",NA,NA
"ING4","BCK_eIF4E_RIP_2016.csv~1.1916",NA,NA
"ING5","BCK_eIF4E_RIP_2016.csv~1.2081",NA,NA
"INO80","BCK_eIF4E_RIP_2016.csv~1.1557",NA,NA
"INPP4A","BCK_eIF4E_RIP_2016.csv~1.2021",NA,NA
"INPP5B","BCK_eIF4E_RIP_2016.csv~1.1726",NA,NA
"INPP5D","BCK_eIF4E_RIP_2016.csv~1.1587",NA,NA
"INPP5E","BCK_eIF4E_RIP_2016.csv~1.3356",NA,NA
"INPP5K","BCK_eIF4E_RIP_2016.csv~1.1616",NA,NA
"INPPL1","BCK_eIF4E_RIP_2016.csv~1.1377",NA,NA
"INTS10","BCK_eIF4E_RIP_2016.csv~1.1439",NA,NA
"INTS3","BCK_eIF4E_RIP_2016.csv~1.1868",NA,NA
"INTS4","BCK_eIF4E_RIP_2016.csv~1.204",NA,NA
"INTS9","BCK_eIF4E_RIP_2016.csv~1.559",NA,NA
"INVS","BCK_eIF4E_RIP_2016.csv~1.213",NA,NA
"IP6K2","BCK_eIF4E_RIP_2016.csv~1.1176",NA,NA
"IPO13","BCK_eIF4E_RIP_2016.csv~1.1423",NA,NA
"IPO9","BCK_eIF4E_RIP_2016.csv~1.1032",NA,NA
"IPPK","BCK_eIF4E_RIP_2016.csv~1.2145",NA,NA
"IQGAP3","BCK_eIF4E_RIP_2016.csv~1.3534",NA,NA
"IQSEC1","BCK_eIF4E_RIP_2016.csv~1.1983",NA,NA
"IRAK1","BCK_eIF4E_RIP_2016.csv~1.347",NA,NA
"IRAK2","BCK_eIF4E_RIP_2016.csv~1.1117",NA,NA
"IRF3","BCK_eIF4E_RIP_2016.csv~1.3100",NA,NA
"IRF4","BCK_eIF4E_RIP_2016.csv~1.1459",NA,NA
"IRF5","BCK_eIF4E_RIP_2016.csv~1.2099",NA,NA
"IRF8","BCK_eIF4E_RIP_2016.csv~1.1237",NA,NA
"IRF9","BCK_eIF4E_RIP_2016.csv~1.844",NA,NA
"ISG20L2","BCK_eIF4E_RIP_2016.csv~1.649",NA,NA
"ISM2","BCK_eIF4E_RIP_2016.csv~1.3352",NA,NA
"IST1","BCK_eIF4E_RIP_2016.csv~1.1735",NA,NA
"ISY1","BCK_eIF4E_RIP_2016.csv~1.3483",NA,NA
"ISYNA1","BCK_eIF4E_RIP_2016.csv~1.243",NA,NA
"ITFG3","BCK_eIF4E_RIP_2016.csv~1.1409",NA,NA
"ITGA7","BCK_eIF4E_RIP_2016.csv~1.3703",NA,NA
"ITGAL","BCK_eIF4E_RIP_2016.csv~1.1965",NA,NA
"ITGB7","BCK_eIF4E_RIP_2016.csv~1.1196",NA,NA
"ITIH4","BCK_eIF4E_RIP_2016.csv~1.3154",NA,NA
"ITK","BCK_eIF4E_RIP_2016.csv~1.464",NA,NA
"ITPR1","BCK_eIF4E_RIP_2016.csv~1.974",NA,"MG_eIF4E_OE_DSG_2018.csv~1.310"
"ITPR3","BCK_eIF4E_RIP_2016.csv~1.465",NA,NA
"ITSN1","BCK_eIF4E_RIP_2016.csv~1.3400",NA,NA
"ITSN2","BCK_eIF4E_RIP_2016.csv~1.1795",NA,NA
"IVD","BCK_eIF4E_RIP_2016.csv~1.1683",NA,NA
"IWS1","BCK_eIF4E_RIP_2016.csv~1.2141",NA,NA
"IZUMO4","BCK_eIF4E_RIP_2016.csv~1.2380",NA,NA
"JADE2","BCK_eIF4E_RIP_2016.csv~1.895",NA,NA
"JAG2","BCK_eIF4E_RIP_2016.csv~1.1162",NA,NA
"JAK1","BCK_eIF4E_RIP_2016.csv~1.1635",NA,NA
"JAK3","BCK_eIF4E_RIP_2016.csv~1.3037",NA,NA
"JAKMIP3","BCK_eIF4E_RIP_2016.csv~1.3831",NA,NA
"JAM3","BCK_eIF4E_RIP_2016.csv~1.1895",NA,NA
"JARID2","BCK_eIF4E_RIP_2016.csv~1.1918",NA,NA
"JMJD6","BCK_eIF4E_RIP_2016.csv~1.1628",NA,NA
"JOSD1","BCK_eIF4E_RIP_2016.csv~1.668",NA,NA
"JOSD2","BCK_eIF4E_RIP_2016.csv~1.3726",NA,NA
"JPH3","BCK_eIF4E_RIP_2016.csv~1.2854",NA,NA
"KANK1","BCK_eIF4E_RIP_2016.csv~1.1338",NA,NA
"KANK2","BCK_eIF4E_RIP_2016.csv~1.2012",NA,NA
"KANSL1","BCK_eIF4E_RIP_2016.csv~1.585",NA,NA
"KANSL3","BCK_eIF4E_RIP_2016.csv~1.2047",NA,NA
"KAT2A","BCK_eIF4E_RIP_2016.csv~1.2531",NA,NA
"KAT6A","BCK_eIF4E_RIP_2016.csv~1.462",NA,NA
"KAT6B","BCK_eIF4E_RIP_2016.csv~1.1490",NA,NA
"KAT7","BCK_eIF4E_RIP_2016.csv~1.634",NA,NA
"KATNAL2","BCK_eIF4E_RIP_2016.csv~1.1586",NA,NA
"KCNA6","BCK_eIF4E_RIP_2016.csv~1.2615",NA,NA
"KCNAB2","BCK_eIF4E_RIP_2016.csv~1.1167",NA,NA
"KCNAB3","BCK_eIF4E_RIP_2016.csv~1.3392",NA,NA
"KCNC3","BCK_eIF4E_RIP_2016.csv~1.2403",NA,NA
"KCND1","BCK_eIF4E_RIP_2016.csv~1.3677",NA,NA
"KCNH2","BCK_eIF4E_RIP_2016.csv~1.2847",NA,NA
"KCNH4","BCK_eIF4E_RIP_2016.csv~1.3844",NA,NA
"KCNIP2","BCK_eIF4E_RIP_2016.csv~1.3177",NA,NA
"KCNJ14","BCK_eIF4E_RIP_2016.csv~1.3622",NA,NA
"KCNK6","BCK_eIF4E_RIP_2016.csv~1.3698",NA,NA
"KCNN4","BCK_eIF4E_RIP_2016.csv~1.1966",NA,NA
"KCTD10","BCK_eIF4E_RIP_2016.csv~1.2519",NA,NA
"KCTD13","BCK_eIF4E_RIP_2016.csv~1.2783",NA,NA
"KCTD2","BCK_eIF4E_RIP_2016.csv~1.1391",NA,NA
"KCTD7","BCK_eIF4E_RIP_2016.csv~1.1950",NA,NA
"KDELR1","BCK_eIF4E_RIP_2016.csv~1.1066",NA,NA
"KDM1A","BCK_eIF4E_RIP_2016.csv~1.1454",NA,NA
"KDM2A","BCK_eIF4E_RIP_2016.csv~1.2135",NA,NA
"KDM2B","BCK_eIF4E_RIP_2016.csv~1.127",NA,NA
"KDM3B","BCK_eIF4E_RIP_2016.csv~1.2422",NA,NA
"KDM4A","BCK_eIF4E_RIP_2016.csv~1.2517",NA,NA
"KDM4A-AS1","BCK_eIF4E_RIP_2016.csv~1.3029",NA,NA
"KDM4B","BCK_eIF4E_RIP_2016.csv~1.333",NA,NA
"KDM5A","BCK_eIF4E_RIP_2016.csv~1.97",NA,NA
"KDM5B","BCK_eIF4E_RIP_2016.csv~1.1374",NA,NA
"KDM5C","BCK_eIF4E_RIP_2016.csv~1.1488",NA,NA
"KDM5D","BCK_eIF4E_RIP_2016.csv~1.1691",NA,NA
"KDM6B","BCK_eIF4E_RIP_2016.csv~1.2719",NA,NA
"KHNYN","BCK_eIF4E_RIP_2016.csv~1.100",NA,NA
"KHSRP","BCK_eIF4E_RIP_2016.csv~1.1538",NA,NA
"KIAA0100","BCK_eIF4E_RIP_2016.csv~1.1532",NA,NA
"KIAA0141","BCK_eIF4E_RIP_2016.csv~1.2053",NA,NA
"KIAA0195","BCK_eIF4E_RIP_2016.csv~1.1440",NA,NA
"KIAA0226","BCK_eIF4E_RIP_2016.csv~1.1779",NA,NA
"KIAA0247","BCK_eIF4E_RIP_2016.csv~1.1722",NA,NA
"KIAA0319L","BCK_eIF4E_RIP_2016.csv~1.1962",NA,NA
"KIAA0355","BCK_eIF4E_RIP_2016.csv~1.2326",NA,NA
"KIAA0368","BCK_eIF4E_RIP_2016.csv~1.111",NA,NA
"KIAA0430","BCK_eIF4E_RIP_2016.csv~1.924",NA,NA
"KIAA0556","BCK_eIF4E_RIP_2016.csv~1.2720",NA,NA
"KIAA0753","BCK_eIF4E_RIP_2016.csv~1.323",NA,NA
"KIAA0754","BCK_eIF4E_RIP_2016.csv~1.1118",NA,NA
"KIAA0895L","BCK_eIF4E_RIP_2016.csv~1.2736",NA,NA
"KIAA0907","BCK_eIF4E_RIP_2016.csv~1.1809",NA,NA
"KIAA0930","BCK_eIF4E_RIP_2016.csv~1.739",NA,NA
"KIAA0947","BCK_eIF4E_RIP_2016.csv~1.327",NA,NA
"KIAA1147","BCK_eIF4E_RIP_2016.csv~1.1089",NA,NA
"KIAA1191","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA
"KIAA1211","BCK_eIF4E_RIP_2016.csv~1.3298",NA,NA
"KIAA1549","BCK_eIF4E_RIP_2016.csv~1.3822",NA,NA
"KIAA1549L","BCK_eIF4E_RIP_2016.csv~1.3628",NA,NA
"KIAA1841","BCK_eIF4E_RIP_2016.csv~1.411",NA,NA
"KIAA2018","BCK_eIF4E_RIP_2016.csv~1.413",NA,NA
"KIAA2026","BCK_eIF4E_RIP_2016.csv~1.183",NA,NA
"KIDINS220","BCK_eIF4E_RIP_2016.csv~1.114",NA,NA
"KIF13B","BCK_eIF4E_RIP_2016.csv~1.2301",NA,NA
"KIF16B","BCK_eIF4E_RIP_2016.csv~1.283",NA,NA
"KIF18B","BCK_eIF4E_RIP_2016.csv~1.2582",NA,NA
"KIF1B","BCK_eIF4E_RIP_2016.csv~1.2877",NA,NA
"KIF1C","BCK_eIF4E_RIP_2016.csv~1.1653",NA,NA
"KIF20A","BCK_eIF4E_RIP_2016.csv~1.168",NA,NA
"KIF21B","BCK_eIF4E_RIP_2016.csv~1.2269",NA,NA
"KIF2C","BCK_eIF4E_RIP_2016.csv~1.1367",NA,NA
"KIF3A","BCK_eIF4E_RIP_2016.csv~1.854",NA,NA
"KIF3B","BCK_eIF4E_RIP_2016.csv~1.3067",NA,NA
"KIF7","BCK_eIF4E_RIP_2016.csv~1.3350",NA,NA
"KIFC1","BCK_eIF4E_RIP_2016.csv~1.32",NA,NA
"KIFC2","BCK_eIF4E_RIP_2016.csv~1.988",NA,NA
"KLC1","BCK_eIF4E_RIP_2016.csv~1.2822",NA,NA
"KLC2","BCK_eIF4E_RIP_2016.csv~1.2556",NA,NA
"KLC4","BCK_eIF4E_RIP_2016.csv~1.2753",NA,NA
"KLF13","BCK_eIF4E_RIP_2016.csv~1.1499",NA,NA
"KLHDC2","BCK_eIF4E_RIP_2016.csv~1.99",NA,NA
"KLHDC3","BCK_eIF4E_RIP_2016.csv~1.153",NA,NA
"KLHDC4","BCK_eIF4E_RIP_2016.csv~1.295",NA,NA
"KLHL12","BCK_eIF4E_RIP_2016.csv~1.904",NA,NA
"KLHL18","BCK_eIF4E_RIP_2016.csv~1.2264",NA,NA
"KLHL3","BCK_eIF4E_RIP_2016.csv~1.3284",NA,NA
"KMT2A","BCK_eIF4E_RIP_2016.csv~1.2216",NA,NA
"KMT2B","BCK_eIF4E_RIP_2016.csv~1.2102",NA,NA
"KMT2C","BCK_eIF4E_RIP_2016.csv~1.770",NA,NA
"KMT2D","BCK_eIF4E_RIP_2016.csv~1.2754",NA,NA
"KMT2E","BCK_eIF4E_RIP_2016.csv~1.342",NA,NA
"KNTC1","BCK_eIF4E_RIP_2016.csv~1.4",NA,NA
"KPNA6","BCK_eIF4E_RIP_2016.csv~1.1284",NA,NA
"KPNB1","BCK_eIF4E_RIP_2016.csv~1.1912",NA,NA
"KPTN","BCK_eIF4E_RIP_2016.csv~1.3451",NA,NA
"KRBA2","BCK_eIF4E_RIP_2016.csv~1.3227",NA,NA
"KRI1","BCK_eIF4E_RIP_2016.csv~1.3139",NA,NA
"KSR1","BCK_eIF4E_RIP_2016.csv~1.3566",NA,NA
"KXD1","BCK_eIF4E_RIP_2016.csv~1.1452",NA,NA
"L3HYPDH","BCK_eIF4E_RIP_2016.csv~1.1764",NA,NA
"L3MBTL1","BCK_eIF4E_RIP_2016.csv~1.450",NA,NA
"L3MBTL2","BCK_eIF4E_RIP_2016.csv~1.1468",NA,NA
"LAIR1","BCK_eIF4E_RIP_2016.csv~1.2385",NA,NA
"LAMA5","BCK_eIF4E_RIP_2016.csv~1.1128",NA,NA
"LAMC1","BCK_eIF4E_RIP_2016.csv~1.747",NA,NA
"LAMP1","BCK_eIF4E_RIP_2016.csv~1.2549",NA,NA
"LAMTOR4","BCK_eIF4E_RIP_2016.csv~1.860",NA,NA
"LAP3","BCK_eIF4E_RIP_2016.csv~1.752",NA,NA
"LAPTM5","BCK_eIF4E_RIP_2016.csv~1.2738",NA,NA
"LARP1","BCK_eIF4E_RIP_2016.csv~1.2923",NA,NA
"LARP4B","BCK_eIF4E_RIP_2016.csv~1.818",NA,NA
"LARS","BCK_eIF4E_RIP_2016.csv~1.305",NA,NA
"LAS1L","BCK_eIF4E_RIP_2016.csv~1.2817",NA,NA
"LASP1","BCK_eIF4E_RIP_2016.csv~1.1571",NA,NA
"LAT","BCK_eIF4E_RIP_2016.csv~1.3611",NA,NA
"LAT2","BCK_eIF4E_RIP_2016.csv~1.200",NA,NA
"LCK","BCK_eIF4E_RIP_2016.csv~1.84",NA,NA
"LDB1","BCK_eIF4E_RIP_2016.csv~1.2931",NA,NA
"LDLR","BCK_eIF4E_RIP_2016.csv~1.22",NA,NA
"LDLRAP1","BCK_eIF4E_RIP_2016.csv~1.3626",NA,NA
"LEMD2","BCK_eIF4E_RIP_2016.csv~1.2789",NA,NA
"LENG8","BCK_eIF4E_RIP_2016.csv~1.356",NA,NA
"LEPRE1","BCK_eIF4E_RIP_2016.csv~1.2648",NA,NA
"LETM1","BCK_eIF4E_RIP_2016.csv~1.2461",NA,NA
"LETMD1","BCK_eIF4E_RIP_2016.csv~1.696",NA,"MG_eIF4E_OE_DSG_2018.csv~1.59"
"LGALS9","BCK_eIF4E_RIP_2016.csv~1.3669",NA,NA
"LHX4","BCK_eIF4E_RIP_2016.csv~1.3664",NA,NA
"LIG1","BCK_eIF4E_RIP_2016.csv~1.1964",NA,NA
"LIG3","BCK_eIF4E_RIP_2016.csv~1.1817",NA,NA
"LILRB3","BCK_eIF4E_RIP_2016.csv~1.3322",NA,NA
"LIMD1","BCK_eIF4E_RIP_2016.csv~1.2138",NA,NA
"LIMK1","BCK_eIF4E_RIP_2016.csv~1.1646",NA,NA
"LIMK2","BCK_eIF4E_RIP_2016.csv~1.622",NA,NA
"LINC00174","BCK_eIF4E_RIP_2016.csv~1.3417",NA,NA
"LINC00265","BCK_eIF4E_RIP_2016.csv~1.2692",NA,NA
"LINC00299","BCK_eIF4E_RIP_2016.csv~1.3247",NA,NA
"LINC00341","BCK_eIF4E_RIP_2016.csv~1.3189",NA,NA
"LINC00342","BCK_eIF4E_RIP_2016.csv~1.3330",NA,NA
"LINC00663","BCK_eIF4E_RIP_2016.csv~1.3311",NA,NA
"LINC00672","BCK_eIF4E_RIP_2016.csv~1.3270",NA,NA
"LINC00698","BCK_eIF4E_RIP_2016.csv~1.3688",NA,NA
"LINC00852","BCK_eIF4E_RIP_2016.csv~1.2971",NA,NA
"LINC00854","BCK_eIF4E_RIP_2016.csv~1.3542",NA,NA
"LINC00893","BCK_eIF4E_RIP_2016.csv~1.2878",NA,NA
"LINC00894","BCK_eIF4E_RIP_2016.csv~1.2107",NA,NA
"LINC00925","BCK_eIF4E_RIP_2016.csv~1.2492",NA,NA
"LINC00954","BCK_eIF4E_RIP_2016.csv~1.3255",NA,NA
"LINC00999","BCK_eIF4E_RIP_2016.csv~1.3832",NA,NA
"LINC01125","BCK_eIF4E_RIP_2016.csv~1.3519",NA,NA
"LINC01128","BCK_eIF4E_RIP_2016.csv~1.2529",NA,NA
"LIPG","BCK_eIF4E_RIP_2016.csv~1.652",NA,NA
"LMAN2L","BCK_eIF4E_RIP_2016.csv~1.1024",NA,NA
"LMBR1L","BCK_eIF4E_RIP_2016.csv~1.769",NA,"MG_eIF4E_OE_DSG_2018.csv~1.17"
"LMF2","BCK_eIF4E_RIP_2016.csv~1.1680",NA,NA
"LMLN","BCK_eIF4E_RIP_2016.csv~1.2472",NA,NA
"LMNB1","BCK_eIF4E_RIP_2016.csv~1.192",NA,NA
"LMNB2","BCK_eIF4E_RIP_2016.csv~1.2179",NA,NA
"LMTK2","BCK_eIF4E_RIP_2016.csv~1.2786",NA,NA
"LONP1","BCK_eIF4E_RIP_2016.csv~1.722",NA,NA
"LONP2","BCK_eIF4E_RIP_2016.csv~1.1133",NA,"MG_eIF4E_OE_DSG_2018.csv~1.80"
"LOXL2","BCK_eIF4E_RIP_2016.csv~1.2177",NA,NA
"LPAR2","BCK_eIF4E_RIP_2016.csv~1.3351",NA,NA
"LPCAT1","BCK_eIF4E_RIP_2016.csv~1.2826",NA,NA
"LPCAT3","BCK_eIF4E_RIP_2016.csv~1.1706",NA,NA
"LPCAT4","BCK_eIF4E_RIP_2016.csv~1.3024",NA,NA
"LPIN1","BCK_eIF4E_RIP_2016.csv~1.1937",NA,NA
"LPIN2","BCK_eIF4E_RIP_2016.csv~1.2919",NA,NA
"LPIN3","BCK_eIF4E_RIP_2016.csv~1.1130",NA,NA
"LRCH3","BCK_eIF4E_RIP_2016.csv~1.672",NA,NA
"LRCH4","BCK_eIF4E_RIP_2016.csv~1.279",NA,NA
"LRIG1","BCK_eIF4E_RIP_2016.csv~1.2256",NA,NA
"LRIG2","BCK_eIF4E_RIP_2016.csv~1.311",NA,NA
"LRP2","BCK_eIF4E_RIP_2016.csv~1.3619",NA,NA
"LRP4","BCK_eIF4E_RIP_2016.csv~1.2192",NA,NA
"LRP8","BCK_eIF4E_RIP_2016.csv~1.823",NA,NA
"LRPAP1","BCK_eIF4E_RIP_2016.csv~1.1007",NA,NA
"LRRC1","BCK_eIF4E_RIP_2016.csv~1.3111",NA,NA
"LRRC16B","BCK_eIF4E_RIP_2016.csv~1.3072",NA,NA
"LRRC23","BCK_eIF4E_RIP_2016.csv~1.2275",NA,"MG_eIF4E_OE_DSG_2018.csv~1.175"
"LRRC27","BCK_eIF4E_RIP_2016.csv~1.2022",NA,NA
"LRRC37A2","BCK_eIF4E_RIP_2016.csv~1.3262",NA,NA
"LRRC37A3","BCK_eIF4E_RIP_2016.csv~1.3580",NA,NA
"LRRC37A4P","BCK_eIF4E_RIP_2016.csv~1.3094",NA,NA
"LRRC37B","BCK_eIF4E_RIP_2016.csv~1.3192",NA,NA
"LRRC47","BCK_eIF4E_RIP_2016.csv~1.1417",NA,NA
"LRRC48","BCK_eIF4E_RIP_2016.csv~1.3535",NA,NA
"LRRC57","BCK_eIF4E_RIP_2016.csv~1.238",NA,NA
"LRRFIP1","BCK_eIF4E_RIP_2016.csv~1.1939",NA,NA
"LRRK1","BCK_eIF4E_RIP_2016.csv~1.2759",NA,NA
"LRSAM1","BCK_eIF4E_RIP_2016.csv~1.1062",NA,NA
"LSG1","BCK_eIF4E_RIP_2016.csv~1.1662",NA,NA
"LSM11","BCK_eIF4E_RIP_2016.csv~1.3080",NA,NA
"LSM12","BCK_eIF4E_RIP_2016.csv~1.3200",NA,NA
"LSM14B","BCK_eIF4E_RIP_2016.csv~1.2961",NA,NA
"LSS","BCK_eIF4E_RIP_2016.csv~1.1097",NA,NA
"LTA","BCK_eIF4E_RIP_2016.csv~1.3174",NA,NA
"LTA4H","BCK_eIF4E_RIP_2016.csv~1.267",NA,NA
"LTB4R","BCK_eIF4E_RIP_2016.csv~1.3044",NA,NA
"LTBP4","BCK_eIF4E_RIP_2016.csv~1.2945",NA,NA
"LUC7L","BCK_eIF4E_RIP_2016.csv~1.2308",NA,NA
"LUC7L3","BCK_eIF4E_RIP_2016.csv~1.768",NA,NA
"LY6G5B","BCK_eIF4E_RIP_2016.csv~1.3525",NA,NA
"LY9","BCK_eIF4E_RIP_2016.csv~1.842",NA,NA
"LYG1","BCK_eIF4E_RIP_2016.csv~1.3768",NA,NA
"LYN","BCK_eIF4E_RIP_2016.csv~1.50",NA,NA
"LYSMD1","BCK_eIF4E_RIP_2016.csv~1.3093",NA,NA
"LYSMD4","BCK_eIF4E_RIP_2016.csv~1.3431",NA,NA
"LZTS2","BCK_eIF4E_RIP_2016.csv~1.3017",NA,NA
"LZTS3","BCK_eIF4E_RIP_2016.csv~1.3140",NA,NA
"M6PR","BCK_eIF4E_RIP_2016.csv~1.603",NA,NA
"MACF1","BCK_eIF4E_RIP_2016.csv~1.1050",NA,NA
"MADD","BCK_eIF4E_RIP_2016.csv~1.1353",NA,NA
"MAEA","BCK_eIF4E_RIP_2016.csv~1.2008",NA,NA
"MAFG","BCK_eIF4E_RIP_2016.csv~1.2845",NA,NA
"MAFK","BCK_eIF4E_RIP_2016.csv~1.2925",NA,NA
"MAGED1","BCK_eIF4E_RIP_2016.csv~1.1516",NA,NA
"MAGED2","BCK_eIF4E_RIP_2016.csv~1.2193",NA,NA
"MAML1","BCK_eIF4E_RIP_2016.csv~1.2394",NA,NA
"MAN2A2","BCK_eIF4E_RIP_2016.csv~1.2318",NA,NA
"MAN2B1","BCK_eIF4E_RIP_2016.csv~1.1781",NA,NA
"MAN2B2","BCK_eIF4E_RIP_2016.csv~1.2131",NA,NA
"MAP1A","BCK_eIF4E_RIP_2016.csv~1.2953",NA,NA
"MAP2K2","BCK_eIF4E_RIP_2016.csv~1.270",NA,NA
"MAP2K3","BCK_eIF4E_RIP_2016.csv~1.2267",NA,NA
