"GeneID","BCK_eIF4E_RIP_2016.csv~1","JC list_4E interaction proteins.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"ENSG00000197724","BCK_eIF4E_RIP_2016.csv~1.2909",NA,NA
"ENSG00000197746","BCK_eIF4E_RIP_2016.csv~1.57",NA,NA
"ENSG00000197780","BCK_eIF4E_RIP_2016.csv~1.3753",NA,NA
"ENSG00000197785","BCK_eIF4E_RIP_2016.csv~1.1249",NA,NA
"ENSG00000197818","BCK_eIF4E_RIP_2016.csv~1.766",NA,NA
"ENSG00000197822","BCK_eIF4E_RIP_2016.csv~1.3717",NA,NA
"ENSG00000197879","BCK_eIF4E_RIP_2016.csv~1.265",NA,NA
"ENSG00000197880","BCK_eIF4E_RIP_2016.csv~1.3105",NA,NA
"ENSG00000197892","BCK_eIF4E_RIP_2016.csv~1.2301",NA,NA
"ENSG00000197912","BCK_eIF4E_RIP_2016.csv~1.1943",NA,NA
"ENSG00000197943","BCK_eIF4E_RIP_2016.csv~1.914",NA,NA
"ENSG00000197948","BCK_eIF4E_RIP_2016.csv~1.1390",NA,NA
"ENSG00000198000","BCK_eIF4E_RIP_2016.csv~1.31",NA,NA
"ENSG00000198026","BCK_eIF4E_RIP_2016.csv~1.921",NA,NA
"ENSG00000198089","BCK_eIF4E_RIP_2016.csv~1.1086",NA,NA
"ENSG00000198093","BCK_eIF4E_RIP_2016.csv~1.364",NA,NA
"ENSG00000198169","BCK_eIF4E_RIP_2016.csv~1.1243",NA,NA
"ENSG00000198171","BCK_eIF4E_RIP_2016.csv~1.3089",NA,NA
"ENSG00000198176","BCK_eIF4E_RIP_2016.csv~1.1456",NA,NA
"ENSG00000198198","BCK_eIF4E_RIP_2016.csv~1.391",NA,NA
"ENSG00000198218","BCK_eIF4E_RIP_2016.csv~1.2710",NA,NA
"ENSG00000198231","BCK_eIF4E_RIP_2016.csv~1.2327",NA,NA
"ENSG00000198276","BCK_eIF4E_RIP_2016.csv~1.1314",NA,NA
"ENSG00000198286","BCK_eIF4E_RIP_2016.csv~1.3732",NA,NA
"ENSG00000198369","BCK_eIF4E_RIP_2016.csv~1.1684",NA,NA
"ENSG00000198373","BCK_eIF4E_RIP_2016.csv~1.917",NA,NA
"ENSG00000198380","BCK_eIF4E_RIP_2016.csv~1.152",NA,NA
"ENSG00000198382","BCK_eIF4E_RIP_2016.csv~1.779",NA,NA
"ENSG00000198399","BCK_eIF4E_RIP_2016.csv~1.1795",NA,NA
"ENSG00000198408","BCK_eIF4E_RIP_2016.csv~1.404",NA,NA
"ENSG00000198466","BCK_eIF4E_RIP_2016.csv~1.1613",NA,NA
"ENSG00000198467","BCK_eIF4E_RIP_2016.csv~1.3245",NA,NA
"ENSG00000198477","BCK_eIF4E_RIP_2016.csv~1.514",NA,NA
"ENSG00000198496","BCK_eIF4E_RIP_2016.csv~1.3011",NA,NA
"ENSG00000198517","BCK_eIF4E_RIP_2016.csv~1.2925",NA,NA
"ENSG00000198520","BCK_eIF4E_RIP_2016.csv~1.3019",NA,NA
"ENSG00000198547","BCK_eIF4E_RIP_2016.csv~1.3373",NA,NA
"ENSG00000198604","BCK_eIF4E_RIP_2016.csv~1.691",NA,NA
"ENSG00000198624","BCK_eIF4E_RIP_2016.csv~1.2708",NA,NA
"ENSG00000198625","BCK_eIF4E_RIP_2016.csv~1.767",NA,NA
"ENSG00000198646","BCK_eIF4E_RIP_2016.csv~1.2904",NA,NA
"ENSG00000198648","BCK_eIF4E_RIP_2016.csv~1.69",NA,NA
"ENSG00000198663","BCK_eIF4E_RIP_2016.csv~1.1686",NA,NA
"ENSG00000198690","BCK_eIF4E_RIP_2016.csv~1.41",NA,"MG_eIF4E_OE_DSG_2018.csv~1.408"
"ENSG00000198700","BCK_eIF4E_RIP_2016.csv~1.1032",NA,NA
"ENSG00000198711","BCK_eIF4E_RIP_2016.csv~1.3514",NA,NA
"ENSG00000198719","BCK_eIF4E_RIP_2016.csv~1.1834",NA,NA
"ENSG00000198720","BCK_eIF4E_RIP_2016.csv~1.2276",NA,NA
"ENSG00000198728","BCK_eIF4E_RIP_2016.csv~1.2931",NA,NA
"ENSG00000198742","BCK_eIF4E_RIP_2016.csv~1.1997",NA,NA
"ENSG00000198752","BCK_eIF4E_RIP_2016.csv~1.2650",NA,NA
"ENSG00000198771","BCK_eIF4E_RIP_2016.csv~1.771",NA,NA
"ENSG00000198792","BCK_eIF4E_RIP_2016.csv~1.3235",NA,NA
"ENSG00000198793","BCK_eIF4E_RIP_2016.csv~1.1233",NA,NA
"ENSG00000198794","BCK_eIF4E_RIP_2016.csv~1.1800",NA,NA
"ENSG00000198799","BCK_eIF4E_RIP_2016.csv~1.311",NA,NA
"ENSG00000198815","BCK_eIF4E_RIP_2016.csv~1.1514",NA,NA
"ENSG00000198832","BCK_eIF4E_RIP_2016.csv~1.3711",NA,NA
"ENSG00000198837","BCK_eIF4E_RIP_2016.csv~1.884",NA,NA
"ENSG00000198858","BCK_eIF4E_RIP_2016.csv~1.531",NA,NA
"ENSG00000198863","BCK_eIF4E_RIP_2016.csv~1.2610",NA,NA
"ENSG00000198873","BCK_eIF4E_RIP_2016.csv~1.3481",NA,NA
"ENSG00000198874","BCK_eIF4E_RIP_2016.csv~1.362",NA,NA
"ENSG00000198879","BCK_eIF4E_RIP_2016.csv~1.1695",NA,NA
"ENSG00000198900","BCK_eIF4E_RIP_2016.csv~1.598",NA,NA
"ENSG00000198901","BCK_eIF4E_RIP_2016.csv~1.2446",NA,NA
"ENSG00000198911","BCK_eIF4E_RIP_2016.csv~1.1685",NA,NA
"ENSG00000198912","BCK_eIF4E_RIP_2016.csv~1.3230",NA,NA
"ENSG00000198917","BCK_eIF4E_RIP_2016.csv~1.2092",NA,NA
"ENSG00000198920","BCK_eIF4E_RIP_2016.csv~1.323",NA,NA
"ENSG00000198932","BCK_eIF4E_RIP_2016.csv~1.3365",NA,NA
"ENSG00000198933","BCK_eIF4E_RIP_2016.csv~1.2063",NA,NA
"ENSG00000198951","BCK_eIF4E_RIP_2016.csv~1.1290",NA,NA
"ENSG00000198952","BCK_eIF4E_RIP_2016.csv~1.1471",NA,NA
"ENSG00000199133","BCK_eIF4E_RIP_2016.csv~1.3815",NA,NA
"ENSG00000201151","BCK_eIF4E_RIP_2016.csv~1.3784",NA,NA
"ENSG00000203485","BCK_eIF4E_RIP_2016.csv~1.1953",NA,NA
"ENSG00000203497","BCK_eIF4E_RIP_2016.csv~1.2866",NA,NA
"ENSG00000203761","BCK_eIF4E_RIP_2016.csv~1.2905",NA,NA
"ENSG00000203772","BCK_eIF4E_RIP_2016.csv~1.3578",NA,NA
"ENSG00000203843","BCK_eIF4E_RIP_2016.csv~1.3438",NA,NA
"ENSG00000203879","BCK_eIF4E_RIP_2016.csv~1.2640",NA,NA
"ENSG00000204084","BCK_eIF4E_RIP_2016.csv~1.1726",NA,NA
"ENSG00000204104","BCK_eIF4E_RIP_2016.csv~1.3607",NA,NA
"ENSG00000204120","BCK_eIF4E_RIP_2016.csv~1.1158",NA,NA
"ENSG00000204138","BCK_eIF4E_RIP_2016.csv~1.2988",NA,NA
"ENSG00000204149","BCK_eIF4E_RIP_2016.csv~1.3603",NA,NA
"ENSG00000204152","BCK_eIF4E_RIP_2016.csv~1.3119",NA,NA
"ENSG00000204160","BCK_eIF4E_RIP_2016.csv~1.1969",NA,NA
"ENSG00000204164","BCK_eIF4E_RIP_2016.csv~1.3760",NA,NA
"ENSG00000204165","BCK_eIF4E_RIP_2016.csv~1.3333",NA,NA
"ENSG00000204282","BCK_eIF4E_RIP_2016.csv~1.3411",NA,NA
"ENSG00000204323","BCK_eIF4E_RIP_2016.csv~1.2682",NA,NA
"ENSG00000204577","BCK_eIF4E_RIP_2016.csv~1.3322",NA,NA
"ENSG00000204650","BCK_eIF4E_RIP_2016.csv~1.1575",NA,NA
"ENSG00000204653","BCK_eIF4E_RIP_2016.csv~1.3755",NA,NA
"ENSG00000204842","BCK_eIF4E_RIP_2016.csv~1.1619",NA,NA
"ENSG00000204843","BCK_eIF4E_RIP_2016.csv~1.2699",NA,NA
"ENSG00000204946","BCK_eIF4E_RIP_2016.csv~1.63",NA,NA
"ENSG00000204991","BCK_eIF4E_RIP_2016.csv~1.2212",NA,NA
"ENSG00000205085","BCK_eIF4E_RIP_2016.csv~1.3328",NA,NA
"ENSG00000205307","BCK_eIF4E_RIP_2016.csv~1.3474",NA,NA
"ENSG00000205356","BCK_eIF4E_RIP_2016.csv~1.610",NA,NA
"ENSG00000205517","BCK_eIF4E_RIP_2016.csv~1.3511",NA,NA
"ENSG00000205531","BCK_eIF4E_RIP_2016.csv~1.33",NA,NA
"ENSG00000205560","BCK_eIF4E_RIP_2016.csv~1.2771",NA,NA
"ENSG00000205683","BCK_eIF4E_RIP_2016.csv~1.3847",NA,NA
"ENSG00000205726","BCK_eIF4E_RIP_2016.csv~1.3400",NA,NA
"ENSG00000205744","BCK_eIF4E_RIP_2016.csv~1.3412",NA,NA
"ENSG00000205758","BCK_eIF4E_RIP_2016.csv~1.1092",NA,NA
"ENSG00000205903","BCK_eIF4E_RIP_2016.csv~1.3221",NA,NA
"ENSG00000205937","BCK_eIF4E_RIP_2016.csv~1.1371",NA,"MG_eIF4E_OE_DSG_2018.csv~1.412"
"ENSG00000206053","BCK_eIF4E_RIP_2016.csv~1.669",NA,NA
"ENSG00000206149","BCK_eIF4E_RIP_2016.csv~1.3560",NA,NA
"ENSG00000206281","BCK_eIF4E_RIP_2016.csv~1.1278",NA,NA
"ENSG00000206282","BCK_eIF4E_RIP_2016.csv~1.1941",NA,NA
"ENSG00000206299","BCK_eIF4E_RIP_2016.csv~1.977",NA,NA
"ENSG00000206315","BCK_eIF4E_RIP_2016.csv~1.3180",NA,NA
"ENSG00000206320","BCK_eIF4E_RIP_2016.csv~1.1974",NA,NA
"ENSG00000206324","BCK_eIF4E_RIP_2016.csv~1.2199",NA,NA
"ENSG00000206329","BCK_eIF4E_RIP_2016.csv~1.3184",NA,NA
"ENSG00000206355","BCK_eIF4E_RIP_2016.csv~1.678",NA,NA
"ENSG00000206357","BCK_eIF4E_RIP_2016.csv~1.444",NA,NA
"ENSG00000206476","BCK_eIF4E_RIP_2016.csv~1.532",NA,NA
"ENSG00000206487","BCK_eIF4E_RIP_2016.csv~1.1986",NA,NA
"ENSG00000206500","BCK_eIF4E_RIP_2016.csv~1.3793",NA,NA
"ENSG00000206501","BCK_eIF4E_RIP_2016.csv~1.3048",NA,NA
"ENSG00000206511","BCK_eIF4E_RIP_2016.csv~1.3639",NA,NA
"ENSG00000206530","BCK_eIF4E_RIP_2016.csv~1.208",NA,NA
"ENSG00000207561","BCK_eIF4E_RIP_2016.csv~1.3747",NA,NA
"ENSG00000207631","BCK_eIF4E_RIP_2016.csv~1.3385",NA,NA
"ENSG00000207636","BCK_eIF4E_RIP_2016.csv~1.3507",NA,NA
"ENSG00000207650","BCK_eIF4E_RIP_2016.csv~1.3780",NA,NA
"ENSG00000211454","BCK_eIF4E_RIP_2016.csv~1.3734",NA,NA
"ENSG00000212123","BCK_eIF4E_RIP_2016.csv~1.3572",NA,NA
"ENSG00000212452","BCK_eIF4E_RIP_2016.csv~1.3648",NA,NA
"ENSG00000212493","BCK_eIF4E_RIP_2016.csv~1.3388",NA,NA
"ENSG00000212734","BCK_eIF4E_RIP_2016.csv~1.3131",NA,NA
"ENSG00000213024","BCK_eIF4E_RIP_2016.csv~1.156",NA,NA
"ENSG00000213085","BCK_eIF4E_RIP_2016.csv~1.3617",NA,NA
"ENSG00000213339","BCK_eIF4E_RIP_2016.csv~1.1534",NA,NA
"ENSG00000213366","BCK_eIF4E_RIP_2016.csv~1.3500",NA,NA
"ENSG00000213390","BCK_eIF4E_RIP_2016.csv~1.2222",NA,NA
"ENSG00000213397","BCK_eIF4E_RIP_2016.csv~1.1991",NA,NA
"ENSG00000213420","BCK_eIF4E_RIP_2016.csv~1.2539",NA,NA
"ENSG00000213453","BCK_eIF4E_RIP_2016.csv~1.3796",NA,NA
"ENSG00000213471","BCK_eIF4E_RIP_2016.csv~1.3506",NA,NA
"ENSG00000213523","BCK_eIF4E_RIP_2016.csv~1.697",NA,NA
"ENSG00000213533","BCK_eIF4E_RIP_2016.csv~1.3185",NA,NA
"ENSG00000213658","BCK_eIF4E_RIP_2016.csv~1.3611",NA,NA
"ENSG00000213699","BCK_eIF4E_RIP_2016.csv~1.1889",NA,NA
"ENSG00000213889","BCK_eIF4E_RIP_2016.csv~1.3718",NA,NA
"ENSG00000213901","BCK_eIF4E_RIP_2016.csv~1.3143",NA,NA
"ENSG00000213903","BCK_eIF4E_RIP_2016.csv~1.3044",NA,NA
"ENSG00000213923","BCK_eIF4E_RIP_2016.csv~1.1860",NA,NA
"ENSG00000213928","BCK_eIF4E_RIP_2016.csv~1.844",NA,NA
"ENSG00000213983","BCK_eIF4E_RIP_2016.csv~1.2184",NA,NA
"ENSG00000213995","BCK_eIF4E_RIP_2016.csv~1.202",NA,NA
"ENSG00000214013","BCK_eIF4E_RIP_2016.csv~1.401",NA,NA
"ENSG00000214021","BCK_eIF4E_RIP_2016.csv~1.3407",NA,NA
"ENSG00000214078","BCK_eIF4E_RIP_2016.csv~1.865",NA,NA
"ENSG00000214176","BCK_eIF4E_RIP_2016.csv~1.1718",NA,NA
"ENSG00000214193","BCK_eIF4E_RIP_2016.csv~1.119",NA,NA
"ENSG00000214300","BCK_eIF4E_RIP_2016.csv~1.3084",NA,NA
"ENSG00000214425","BCK_eIF4E_RIP_2016.csv~1.3094",NA,NA
"ENSG00000214517","BCK_eIF4E_RIP_2016.csv~1.812",NA,NA
"ENSG00000214595","BCK_eIF4E_RIP_2016.csv~1.1925",NA,NA
"ENSG00000214655","BCK_eIF4E_RIP_2016.csv~1.863",NA,NA
"ENSG00000214753","BCK_eIF4E_RIP_2016.csv~1.3344",NA,NA
"ENSG00000214765","BCK_eIF4E_RIP_2016.csv~1.1122",NA,NA
"ENSG00000214783","BCK_eIF4E_RIP_2016.csv~1.1777",NA,NA
"ENSG00000214826","BCK_eIF4E_RIP_2016.csv~1.2324",NA,NA
"ENSG00000215039","BCK_eIF4E_RIP_2016.csv~1.1886",NA,NA
"ENSG00000215105","BCK_eIF4E_RIP_2016.csv~1.3775",NA,NA
"ENSG00000215183","BCK_eIF4E_RIP_2016.csv~1.2827",NA,NA
"ENSG00000215252","BCK_eIF4E_RIP_2016.csv~1.3128",NA,NA
"ENSG00000215271","BCK_eIF4E_RIP_2016.csv~1.2274",NA,NA
"ENSG00000215513","BCK_eIF4E_RIP_2016.csv~1.3727",NA,NA
"ENSG00000215580","BCK_eIF4E_RIP_2016.csv~1.1369",NA,NA
"ENSG00000215630","BCK_eIF4E_RIP_2016.csv~1.2466",NA,NA
"ENSG00000215641","BCK_eIF4E_RIP_2016.csv~1.549",NA,NA
"ENSG00000215790","BCK_eIF4E_RIP_2016.csv~1.2384",NA,NA
"ENSG00000215837","BCK_eIF4E_RIP_2016.csv~1.2797",NA,NA
"ENSG00000215883","BCK_eIF4E_RIP_2016.csv~1.2427",NA,NA
"ENSG00000215908","BCK_eIF4E_RIP_2016.csv~1.2792",NA,"MG_eIF4E_OE_DSG_2018.csv~1.36"
"ENSG00000218891","BCK_eIF4E_RIP_2016.csv~1.3729",NA,NA
"ENSG00000219481","BCK_eIF4E_RIP_2016.csv~1.2916",NA,NA
"ENSG00000220201","BCK_eIF4E_RIP_2016.csv~1.3674",NA,NA
"ENSG00000220205","BCK_eIF4E_RIP_2016.csv~1.2890",NA,NA
"ENSG00000221819","BCK_eIF4E_RIP_2016.csv~1.3852",NA,NA
"ENSG00000221926","BCK_eIF4E_RIP_2016.csv~1.3354",NA,"MG_eIF4E_OE_DSG_2018.csv~1.414"
"ENSG00000221968","BCK_eIF4E_RIP_2016.csv~1.2484",NA,"MG_eIF4E_OE_DSG_2018.csv~1.154"
"ENSG00000221978","BCK_eIF4E_RIP_2016.csv~1.2589",NA,NA
"ENSG00000221995","BCK_eIF4E_RIP_2016.csv~1.3827",NA,NA
"ENSG00000223396","BCK_eIF4E_RIP_2016.csv~1.3839",NA,NA
"ENSG00000223532","BCK_eIF4E_RIP_2016.csv~1.1505",NA,NA
"ENSG00000223573","BCK_eIF4E_RIP_2016.csv~1.3811",NA,NA
"ENSG00000223654","BCK_eIF4E_RIP_2016.csv~1.2881",NA,NA
"ENSG00000223705","BCK_eIF4E_RIP_2016.csv~1.1342",NA,NA
"ENSG00000223799","BCK_eIF4E_RIP_2016.csv~1.3145",NA,NA
"ENSG00000223887","BCK_eIF4E_RIP_2016.csv~1.2683",NA,NA
"ENSG00000223959","BCK_eIF4E_RIP_2016.csv~1.3250",NA,NA
"ENSG00000224143","BCK_eIF4E_RIP_2016.csv~1.2353",NA,NA
"ENSG00000224399","BCK_eIF4E_RIP_2016.csv~1.126",NA,NA
"ENSG00000224455","BCK_eIF4E_RIP_2016.csv~1.1027",NA,NA
"ENSG00000224470","BCK_eIF4E_RIP_2016.csv~1.732",NA,NA
"ENSG00000224660","BCK_eIF4E_RIP_2016.csv~1.3289",NA,NA
"ENSG00000224774","BCK_eIF4E_RIP_2016.csv~1.1239",NA,NA
"ENSG00000224975","BCK_eIF4E_RIP_2016.csv~1.3428",NA,NA
"ENSG00000225119","BCK_eIF4E_RIP_2016.csv~1.3832",NA,NA
"ENSG00000225190","BCK_eIF4E_RIP_2016.csv~1.867",NA,NA
"ENSG00000225449","BCK_eIF4E_RIP_2016.csv~1.3779",NA,NA
"ENSG00000225648","BCK_eIF4E_RIP_2016.csv~1.1083",NA,NA
"ENSG00000225783","BCK_eIF4E_RIP_2016.csv~1.15",NA,NA
"ENSG00000226060","BCK_eIF4E_RIP_2016.csv~1.430",NA,NA
"ENSG00000226416","BCK_eIF4E_RIP_2016.csv~1.3522",NA,NA
"ENSG00000226572","BCK_eIF4E_RIP_2016.csv~1.3252",NA,NA
"ENSG00000227222","BCK_eIF4E_RIP_2016.csv~1.2921",NA,NA
"ENSG00000227372","BCK_eIF4E_RIP_2016.csv~1.313",NA,NA
"ENSG00000227500","BCK_eIF4E_RIP_2016.csv~1.3025",NA,NA
"ENSG00000227587","BCK_eIF4E_RIP_2016.csv~1.3585",NA,NA
"ENSG00000228109","BCK_eIF4E_RIP_2016.csv~1.811",NA,NA
"ENSG00000228128","BCK_eIF4E_RIP_2016.csv~1.1309",NA,NA
"ENSG00000228315","BCK_eIF4E_RIP_2016.csv~1.47",NA,NA
"ENSG00000228486","BCK_eIF4E_RIP_2016.csv~1.3519",NA,NA
"ENSG00000228716","BCK_eIF4E_RIP_2016.csv~1.3170",NA,NA
"ENSG00000228784","BCK_eIF4E_RIP_2016.csv~1.3255",NA,NA
"ENSG00000228794","BCK_eIF4E_RIP_2016.csv~1.2529",NA,NA
"ENSG00000228903","BCK_eIF4E_RIP_2016.csv~1.3374",NA,NA
"ENSG00000229061","BCK_eIF4E_RIP_2016.csv~1.2940",NA,NA
"ENSG00000229186","BCK_eIF4E_RIP_2016.csv~1.2768",NA,NA
"ENSG00000229396","BCK_eIF4E_RIP_2016.csv~1.1181",NA,NA
"ENSG00000229470","BCK_eIF4E_RIP_2016.csv~1.1039",NA,NA
"ENSG00000229474","BCK_eIF4E_RIP_2016.csv~1.3475",NA,NA
"ENSG00000229645","BCK_eIF4E_RIP_2016.csv~1.3189",NA,NA
"ENSG00000230082","BCK_eIF4E_RIP_2016.csv~1.3820",NA,NA
"ENSG00000230456","BCK_eIF4E_RIP_2016.csv~1.1755",NA,NA
"ENSG00000230475","BCK_eIF4E_RIP_2016.csv~1.639",NA,NA
"ENSG00000230613","BCK_eIF4E_RIP_2016.csv~1.3787",NA,NA
"ENSG00000230701","BCK_eIF4E_RIP_2016.csv~1.1222",NA,NA
"ENSG00000230797","BCK_eIF4E_RIP_2016.csv~1.3571",NA,NA
"ENSG00000231115","BCK_eIF4E_RIP_2016.csv~1.2747",NA,NA
"ENSG00000231177","BCK_eIF4E_RIP_2016.csv~1.2971",NA,NA
"ENSG00000231825","BCK_eIF4E_RIP_2016.csv~1.1444",NA,NA
"ENSG00000231945","BCK_eIF4E_RIP_2016.csv~1.223",NA,NA
"ENSG00000232169","BCK_eIF4E_RIP_2016.csv~1.3005",NA,NA
"ENSG00000232653","BCK_eIF4E_RIP_2016.csv~1.3724",NA,NA
"ENSG00000232839","BCK_eIF4E_RIP_2016.csv~1.3172",NA,NA
"ENSG00000232931","BCK_eIF4E_RIP_2016.csv~1.3330",NA,NA
"ENSG00000233323","BCK_eIF4E_RIP_2016.csv~1.3430",NA,NA
"ENSG00000233348","BCK_eIF4E_RIP_2016.csv~1.568",NA,NA
"ENSG00000233448","BCK_eIF4E_RIP_2016.csv~1.3296",NA,NA
"ENSG00000233501","BCK_eIF4E_RIP_2016.csv~1.3618",NA,NA
"ENSG00000233695","BCK_eIF4E_RIP_2016.csv~1.3450",NA,NA
"ENSG00000233838","BCK_eIF4E_RIP_2016.csv~1.3689",NA,NA
"ENSG00000233841","BCK_eIF4E_RIP_2016.csv~1.911",NA,NA
"ENSG00000234012","BCK_eIF4E_RIP_2016.csv~1.3292",NA,NA
"ENSG00000234420","BCK_eIF4E_RIP_2016.csv~1.118",NA,NA
"ENSG00000234539","BCK_eIF4E_RIP_2016.csv~1.2533",NA,NA
"ENSG00000234585","BCK_eIF4E_RIP_2016.csv~1.565",NA,NA
"ENSG00000235191","BCK_eIF4E_RIP_2016.csv~1.3836",NA,NA
"ENSG00000235194","BCK_eIF4E_RIP_2016.csv~1.2755",NA,NA
"ENSG00000235703","BCK_eIF4E_RIP_2016.csv~1.2107",NA,NA
"ENSG00000235708","BCK_eIF4E_RIP_2016.csv~1.3399",NA,NA
"ENSG00000235712","BCK_eIF4E_RIP_2016.csv~1.1545",NA,NA
"ENSG00000235989","BCK_eIF4E_RIP_2016.csv~1.3441",NA,NA
"ENSG00000236200","BCK_eIF4E_RIP_2016.csv~1.3029",NA,NA
"ENSG00000236227","BCK_eIF4E_RIP_2016.csv~1.928",NA,NA
"ENSG00000236383","BCK_eIF4E_RIP_2016.csv~1.3542",NA,NA
"ENSG00000236624","BCK_eIF4E_RIP_2016.csv~1.2061",NA,NA
"ENSG00000236790","BCK_eIF4E_RIP_2016.csv~1.3247",NA,NA
"ENSG00000236850","BCK_eIF4E_RIP_2016.csv~1.2249",NA,NA
"ENSG00000236901","BCK_eIF4E_RIP_2016.csv~1.1139",NA,NA
"ENSG00000237399","BCK_eIF4E_RIP_2016.csv~1.1483",NA,NA
"ENSG00000237424","BCK_eIF4E_RIP_2016.csv~1.3524",NA,NA
"ENSG00000237438","BCK_eIF4E_RIP_2016.csv~1.3420",NA,NA
"ENSG00000238083","BCK_eIF4E_RIP_2016.csv~1.3262",NA,NA
"ENSG00000238105","BCK_eIF4E_RIP_2016.csv~1.3092",NA,NA
"ENSG00000238130","BCK_eIF4E_RIP_2016.csv~1.3174",NA,NA
"ENSG00000239382","BCK_eIF4E_RIP_2016.csv~1.2494",NA,"MG_eIF4E_OE_DSG_2018.csv~1.155"
"ENSG00000239497","BCK_eIF4E_RIP_2016.csv~1.3525",NA,NA
"ENSG00000239756","BCK_eIF4E_RIP_2016.csv~1.1035",NA,NA
"ENSG00000239857","BCK_eIF4E_RIP_2016.csv~1.1584",NA,NA
"ENSG00000240038","BCK_eIF4E_RIP_2016.csv~1.1678",NA,NA
"ENSG00000240230","BCK_eIF4E_RIP_2016.csv~1.713",NA,NA
"ENSG00000240288","BCK_eIF4E_RIP_2016.csv~1.2662",NA,NA
"ENSG00000240303","BCK_eIF4E_RIP_2016.csv~1.1612",NA,NA
"ENSG00000240445","BCK_eIF4E_RIP_2016.csv~1.3735",NA,NA
"ENSG00000240682","BCK_eIF4E_RIP_2016.csv~1.3483",NA,NA
"ENSG00000240764","BCK_eIF4E_RIP_2016.csv~1.3693",NA,NA
"ENSG00000240849","BCK_eIF4E_RIP_2016.csv~1.3320",NA,NA
"ENSG00000240970","BCK_eIF4E_RIP_2016.csv~1.3657",NA,NA
"ENSG00000241015","BCK_eIF4E_RIP_2016.csv~1.3259",NA,NA
"ENSG00000241258","BCK_eIF4E_RIP_2016.csv~1.2148",NA,NA
"ENSG00000241553","BCK_eIF4E_RIP_2016.csv~1.789",NA,NA
"ENSG00000241685","BCK_eIF4E_RIP_2016.csv~1.355",NA,NA
"ENSG00000241769","BCK_eIF4E_RIP_2016.csv~1.2878",NA,NA
"ENSG00000241839","BCK_eIF4E_RIP_2016.csv~1.1107",NA,NA
"ENSG00000241878","BCK_eIF4E_RIP_2016.csv~1.79",NA,NA
"ENSG00000241973","BCK_eIF4E_RIP_2016.csv~1.1436",NA,"MG_eIF4E_OE_DSG_2018.csv~1.418"
"ENSG00000242028","BCK_eIF4E_RIP_2016.csv~1.3666",NA,NA
"ENSG00000242247","BCK_eIF4E_RIP_2016.csv~1.1849",NA,NA
"ENSG00000242259","BCK_eIF4E_RIP_2016.csv~1.1551",NA,NA
"ENSG00000242349","BCK_eIF4E_RIP_2016.csv~1.3828",NA,NA
"ENSG00000242419","BCK_eIF4E_RIP_2016.csv~1.3686",NA,NA
"ENSG00000242612","BCK_eIF4E_RIP_2016.csv~1.2938",NA,NA
"ENSG00000243156","BCK_eIF4E_RIP_2016.csv~1.1362",NA,NA
"ENSG00000243279","BCK_eIF4E_RIP_2016.csv~1.3421",NA,NA
"ENSG00000243323","BCK_eIF4E_RIP_2016.csv~1.3063",NA,NA
"ENSG00000243335","BCK_eIF4E_RIP_2016.csv~1.1950",NA,NA
"ENSG00000243452","BCK_eIF4E_RIP_2016.csv~1.3378",NA,NA
"ENSG00000243496","BCK_eIF4E_RIP_2016.csv~1.2983",NA,NA
"ENSG00000243716","BCK_eIF4E_RIP_2016.csv~1.3798",NA,NA
"ENSG00000243943","BCK_eIF4E_RIP_2016.csv~1.1883",NA,NA
"ENSG00000243970","BCK_eIF4E_RIP_2016.csv~1.3358",NA,NA
"ENSG00000244005","BCK_eIF4E_RIP_2016.csv~1.1302",NA,NA
"ENSG00000244026","BCK_eIF4E_RIP_2016.csv~1.3670",NA,"MG_eIF4E_OE_DSG_2018.csv~1.420"
"ENSG00000244165","BCK_eIF4E_RIP_2016.csv~1.2908",NA,NA
"ENSG00000244219","BCK_eIF4E_RIP_2016.csv~1.3290",NA,NA
"ENSG00000244342","BCK_eIF4E_RIP_2016.csv~1.3688",NA,NA
"ENSG00000244486","BCK_eIF4E_RIP_2016.csv~1.3801",NA,NA
"ENSG00000245532","BCK_eIF4E_RIP_2016.csv~1.743",NA,NA
"ENSG00000245680","BCK_eIF4E_RIP_2016.csv~1.1464",NA,NA
"ENSG00000246334","BCK_eIF4E_RIP_2016.csv~1.1202",NA,NA
"ENSG00000248124","BCK_eIF4E_RIP_2016.csv~1.1383",NA,NA
"ENSG00000248333","BCK_eIF4E_RIP_2016.csv~1.3345",NA,NA
"ENSG00000248449","BCK_eIF4E_RIP_2016.csv~1.3527",NA,NA
"ENSG00000248593","BCK_eIF4E_RIP_2016.csv~1.3804",NA,NA
"ENSG00000249115","BCK_eIF4E_RIP_2016.csv~1.2598",NA,NA
"ENSG00000250067","BCK_eIF4E_RIP_2016.csv~1.3498",NA,NA
"ENSG00000250959","BCK_eIF4E_RIP_2016.csv~1.3629",NA,NA
"ENSG00000251369","BCK_eIF4E_RIP_2016.csv~1.930",NA,NA
"ENSG00000251669","BCK_eIF4E_RIP_2016.csv~1.3744",NA,NA
"ENSG00000252787","BCK_eIF4E_RIP_2016.csv~1.3167",NA,NA
"ENSG00000253305","BCK_eIF4E_RIP_2016.csv~1.3728",NA,NA
"ENSG00000253485","BCK_eIF4E_RIP_2016.csv~1.3653",NA,NA
