"Row","GeneID","geneSymbol"
"MG_eIF4E_OE_DSG_2018.csv~1.326","ENSG00000156374","PCGF6"
"MG_eIF4E_OE_DSG_2018.csv~1.327","ENSG00000157214","STEAP2"
"MG_eIF4E_OE_DSG_2018.csv~1.328","ENSG00000159023","EPB41"
"MG_eIF4E_OE_DSG_2018.csv~1.329","ENSG00000161249","DMKN"
"MG_eIF4E_OE_DSG_2018.csv~1.330","ENSG00000161249","DMKN"
"MG_eIF4E_OE_DSG_2018.csv~1.331","ENSG00000161249","DMKN"
"MG_eIF4E_OE_DSG_2018.csv~1.332","ENSG00000161813","LARP4"
"MG_eIF4E_OE_DSG_2018.csv~1.333","ENSG00000162066","AMDHD2"
"MG_eIF4E_OE_DSG_2018.csv~1.334","ENSG00000162086","ZNF75A"
"MG_eIF4E_OE_DSG_2018.csv~1.335","ENSG00000162341","TPCN2"
"MG_eIF4E_OE_DSG_2018.csv~1.336","ENSG00000163281","GNPDA2"
"MG_eIF4E_OE_DSG_2018.csv~1.337","ENSG00000163312","HELQ"
"MG_eIF4E_OE_DSG_2018.csv~1.338","ENSG00000163625","WDFY3"
"MG_eIF4E_OE_DSG_2018.csv~1.339","ENSG00000163625","WDFY3"
"MG_eIF4E_OE_DSG_2018.csv~1.340","ENSG00000163629","PTPN13"
"MG_eIF4E_OE_DSG_2018.csv~1.341","ENSG00000163697","APBB2"
"MG_eIF4E_OE_DSG_2018.csv~1.342","ENSG00000163913","IFT122"
"MG_eIF4E_OE_DSG_2018.csv~1.343","ENSG00000163939","PBRM1"
"MG_eIF4E_OE_DSG_2018.csv~1.344","ENSG00000164002","EXO5"
"MG_eIF4E_OE_DSG_2018.csv~1.345","ENSG00000164038","SLC9B2"
"MG_eIF4E_OE_DSG_2018.csv~1.346","ENSG00000164169","PRMT9"
"MG_eIF4E_OE_DSG_2018.csv~1.347","ENSG00000164403","SHROOM1"
"MG_eIF4E_OE_DSG_2018.csv~1.348","ENSG00000164695","CHMP4C"
"MG_eIF4E_OE_DSG_2018.csv~1.349","ENSG00000164830","OXR1"
"MG_eIF4E_OE_DSG_2018.csv~1.350","ENSG00000165171","METTL27"
"MG_eIF4E_OE_DSG_2018.csv~1.351","ENSG00000165219","GAPVD1"
"MG_eIF4E_OE_DSG_2018.csv~1.352","ENSG00000165259","HDX"
"MG_eIF4E_OE_DSG_2018.csv~1.353","ENSG00000165629","ATP5F1C"
"MG_eIF4E_OE_DSG_2018.csv~1.354","ENSG00000166435","XRRA1"
"MG_eIF4E_OE_DSG_2018.csv~1.355","ENSG00000166435","XRRA1"
"MG_eIF4E_OE_DSG_2018.csv~1.356","ENSG00000166912","MTMR10"
"MG_eIF4E_OE_DSG_2018.csv~1.357","ENSG00000167632","TRAPPC9"
"MG_eIF4E_OE_DSG_2018.csv~1.358","ENSG00000168096","ANKS3"
"MG_eIF4E_OE_DSG_2018.csv~1.359","ENSG00000168096","ANKS3"
"MG_eIF4E_OE_DSG_2018.csv~1.360","ENSG00000169241","SLC50A1"
"MG_eIF4E_OE_DSG_2018.csv~1.361","ENSG00000169764","UGP2"
"MG_eIF4E_OE_DSG_2018.csv~1.362","ENSG00000171469","ZNF561"
"MG_eIF4E_OE_DSG_2018.csv~1.363","ENSG00000171603","CLSTN1"
"MG_eIF4E_OE_DSG_2018.csv~1.364","ENSG00000171612","SLC25A33"
"MG_eIF4E_OE_DSG_2018.csv~1.365","ENSG00000172456","FGGY"
"MG_eIF4E_OE_DSG_2018.csv~1.366","ENSG00000173068","BNC2"
"MG_eIF4E_OE_DSG_2018.csv~1.367","ENSG00000173599","PC"
"MG_eIF4E_OE_DSG_2018.csv~1.368","ENSG00000174652","ZNF266"
"MG_eIF4E_OE_DSG_2018.csv~1.369","ENSG00000174652","ZNF266"
"MG_eIF4E_OE_DSG_2018.csv~1.370","ENSG00000175155","YPEL2"
"MG_eIF4E_OE_DSG_2018.csv~1.371","ENSG00000175182","FAM131A"
"MG_eIF4E_OE_DSG_2018.csv~1.372","ENSG00000175600","SUGCT"
"MG_eIF4E_OE_DSG_2018.csv~1.373","ENSG00000177054","ZDHHC13"
"MG_eIF4E_OE_DSG_2018.csv~1.374","ENSG00000177479","ARIH2"
"MG_eIF4E_OE_DSG_2018.csv~1.375","ENSG00000177479","ARIH2"
"MG_eIF4E_OE_DSG_2018.csv~1.376","ENSG00000177479","ARIH2"
"MG_eIF4E_OE_DSG_2018.csv~1.377","ENSG00000177565","TBL1XR1"
"MG_eIF4E_OE_DSG_2018.csv~1.378","ENSG00000177990","DPY19L2"
"MG_eIF4E_OE_DSG_2018.csv~1.379","ENSG00000178585","CTNNBIP1"
"MG_eIF4E_OE_DSG_2018.csv~1.380","ENSG00000178802","MPI"
"MG_eIF4E_OE_DSG_2018.csv~1.381","ENSG00000179818","PCBP1-AS1"
"MG_eIF4E_OE_DSG_2018.csv~1.382","ENSG00000179832","MROH1"
"MG_eIF4E_OE_DSG_2018.csv~1.383","ENSG00000180182","MED14"
"MG_eIF4E_OE_DSG_2018.csv~1.384","ENSG00000180776","ZDHHC20"
"MG_eIF4E_OE_DSG_2018.csv~1.385","ENSG00000180902","D2HGDH"
"MG_eIF4E_OE_DSG_2018.csv~1.386","ENSG00000182389","CACNB4"
"MG_eIF4E_OE_DSG_2018.csv~1.387","ENSG00000182568","SATB1"
"MG_eIF4E_OE_DSG_2018.csv~1.388","ENSG00000183250","LINC01547"
"MG_eIF4E_OE_DSG_2018.csv~1.389","ENSG00000183647","ZNF530"
"MG_eIF4E_OE_DSG_2018.csv~1.390","ENSG00000183873","SCN5A"
"MG_eIF4E_OE_DSG_2018.csv~1.391","ENSG00000183873","SCN5A"
"MG_eIF4E_OE_DSG_2018.csv~1.392","ENSG00000184497","TMEM255B"
"MG_eIF4E_OE_DSG_2018.csv~1.393","ENSG00000184937","WT1"
"MG_eIF4E_OE_DSG_2018.csv~1.394","ENSG00000185917","SETD4"
"MG_eIF4E_OE_DSG_2018.csv~1.395","ENSG00000187764","SEMA4D"
"MG_eIF4E_OE_DSG_2018.csv~1.396","ENSG00000189223","PAX8-AS1"
"MG_eIF4E_OE_DSG_2018.csv~1.397","ENSG00000196262","PPIA"
"MG_eIF4E_OE_DSG_2018.csv~1.398","ENSG00000196312","MFSD14C"
"MG_eIF4E_OE_DSG_2018.csv~1.399","ENSG00000196535","MYO18A"
"MG_eIF4E_OE_DSG_2018.csv~1.400","ENSG00000197249","SERPINA1"
"MG_eIF4E_OE_DSG_2018.csv~1.401","ENSG00000197249","SERPINA1"
"MG_eIF4E_OE_DSG_2018.csv~1.402","ENSG00000197444","OGDHL"
"MG_eIF4E_OE_DSG_2018.csv~1.403","ENSG00000197619","ZNF615"
"MG_eIF4E_OE_DSG_2018.csv~1.404","ENSG00000197763","TXNRD3"
"MG_eIF4E_OE_DSG_2018.csv~1.405","ENSG00000197989","SNHG12"
"MG_eIF4E_OE_DSG_2018.csv~1.406","ENSG00000198081","ZBTB14"
"MG_eIF4E_OE_DSG_2018.csv~1.407","ENSG00000198363","ASPH"
"MG_eIF4E_OE_DSG_2018.csv~1.408","ENSG00000198690","FAN1"
"MG_eIF4E_OE_DSG_2018.csv~1.409","ENSG00000198825","INPP5F"
"MG_eIF4E_OE_DSG_2018.csv~1.410","ENSG00000198948","MFAP3L"
"MG_eIF4E_OE_DSG_2018.csv~1.411","ENSG00000203805","PLPP4"
"MG_eIF4E_OE_DSG_2018.csv~1.412","ENSG00000205937","RNPS1"
"MG_eIF4E_OE_DSG_2018.csv~1.413","ENSG00000213020","ZNF611"
"MG_eIF4E_OE_DSG_2018.csv~1.414","ENSG00000221926","TRIM16"
"MG_eIF4E_OE_DSG_2018.csv~1.415","ENSG00000223482","NUTM2A-AS1"
"MG_eIF4E_OE_DSG_2018.csv~1.416","ENSG00000223760","MED15P9"
"MG_eIF4E_OE_DSG_2018.csv~1.417","ENSG00000226686","LINC01535"
"MG_eIF4E_OE_DSG_2018.csv~1.418","ENSG00000241973","PI4KA"
"MG_eIF4E_OE_DSG_2018.csv~1.419","ENSG00000242715","CCDC169"
"MG_eIF4E_OE_DSG_2018.csv~1.420","ENSG00000244026","FAM86DP"
"MG_eIF4E_OE_DSG_2018.csv~1.421","ENSG00000249859","PVT1"
"MG_eIF4E_OE_DSG_2018.csv~1.422","ENSG00000249859","PVT1"
"MG_eIF4E_OE_DSG_2018.csv~1.423","ENSG00000256269","HMBS"
"MG_eIF4E_OE_DSG_2018.csv~1.424","ENSG00000264230","ANXA8L1"
"MG_eIF4E_OE_DSG_2018.csv~1.425","ENSG00000266173","STRADA"
"MG_eIF4E_OE_DSG_2018.csv~1.426","ENSG00000269556","TMEM185A"
"MG_eIF4E_OE_DSG_2018.csv~1.427","ENSG00000269609","RPARP-AS1"
"MG_eIF4E_OE_DSG_2018.csv~1.428","ENSG00000269699","ZIM2"
"MG_eIF4E_OE_DSG_2018.csv~1.429","ENSG00000278023","RDM1"
"MG_eIF4E_OE_DSG_2018.csv~1.430","ENSG00000278535","DHRS11"
"MG_eIF4E_OE_DSG_2018.csv~1.431","ENSG00000283403","AC005394.2"
"MG_eIF4E_OE_DSG_2018.csv~1.432","ENSG00000283403","AC005394.2"
"MG_eIF4E_OE_DSG_2018.csv~1.433","ENSG00000284906","ARHGAP11B"
